P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
1.75,1.53,8.09,2.49,1.49
1.58,1.55,8.03,1.95,1.68
1.7,1.76,8.59,1.89,1.53
1.67,1.59,8.3,2.02,1.55
1.62,1.55,8.08,1.92,2.0
1.8,1.62,8.89,1.92,1.56
1.71,1.5,7.83,1.92,1.57
1.65,1.56,8.18,2.27,1.55
1.63,1.68,7.99,1.84,1.56
1.73,1.53,7.19,1.95,1.66
1.69,1.53,7.0,2.75,1.67
1.68,2.13,6.86,1.88,1.63
1.58,1.55,7.05,1.92,1.84
1.62,1.58,6.85,2.75,1.7
2.7,1.66,6.89,1.82,1.62
1.64,2.21,6.74,2.59,1.63
1.77,1.51,6.84,2.6,1.67
1.74,1.58,6.95,1.87,1.63
1.59,2.25,6.95,1.9,1.66
1.66,1.56,7.04,1.94,1.67
1.81,1.56,7.05,1.85,1.6
1.71,1.67,6.95,1.89,1.72
1.61,1.55,7.01,1.93,1.63
1.85,1.59,6.97,1.95,1.62
1.64,1.61,7.03,1.98,1.67
1.67,1.51,6.82,1.91,1.58
1.69,1.57,6.79,2.65,1.65
1.82,1.56,6.88,1.88,1.72
1.64,1.53,6.86,1.96,1.69
1.64,1.57,6.82,3.3,1.58
1.62,1.57,6.78,1.88,1.86
1.6,1.56,6.73,1.96,1.72
1.68,1.56,6.81,2.17,1.61
1.61,1.62,6.76,1.89,1.66
1.61,1.54,6.77,1.86,1.58
1.96,1.58,6.74,1.96,1.62
1.64,1.71,6.75,1.97,1.76
1.58,1.5,6.89,1.88,1.59
1.99,1.54,6.71,1.92,1.65
1.66,1.6,6.76,2.73,1.79
1.62,1.62,6.89,1.88,1.72
1.74,1.58,6.8,1.96,1.59
1.52,1.54,6.86,2.73,1.62
1.68,1.49,6.93,1.94,1.82
1.69,1.62,6.83,1.91,1.65
1.67,1.61,7.25,2.56,1.65
1.86,1.53,7.64,1.81,1.97
1.69,1.6,8.46,1.88,1.64
1.7,1.56,8.34,2.06,1.64
1.67,1.97,7.88,1.81,2.4
1.67,1.58,8.28,1.9,1.59
1.82,1.57,7.46,2.37,1.64
1.67,1.54,8.03,1.78,2.67
1.7,1.6,7.98,1.82,1.6
1.65,1.6,8.14,2.47,1.66
1.75,1.56,8.05,1.76,2.39
1.71,1.7,7.98,1.81,1.64
1.64,1.6,7.95,2.29,1.64
1.68,1.59,7.53,1.83,2.13
1.69,1.73,7.99,1.86,1.65
1.68,1.54,8.91,1.9,1.63
1.7,1.52,7.72,1.77,1.94
1.71,1.69,7.97,2.02,1.62
1.64,1.52,7.79,1.89,1.58
1.68,1.54,8.38,1.97,2.01
1.65,2.16,7.27,1.99,1.63
1.61,1.53,7.14,2.03,1.62
1.84,1.76,6.96,1.84,2.09
