P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
11.36,5.3,19.61,9.33,4.46
7.34,7.72,31.59,8.56,6.28
7.87,7.63,18.54,8.55,4.47
7.69,7.42,21.56,9.58,5.35
10.14,5.17,21.14,9.89,7.33
7.18,5.28,21.11,9.38,8.0
7.24,7.78,28.59,10.25,7.85
7.16,5.09,21.53,10.42,5.13
7.12,5.06,21.7,8.29,5.15
7.19,7.78,21.34,8.33,5.37
7.37,5.5,25.95,10.02,4.39
7.32,5.42,30.99,10.08,7.49
7.08,5.15,24.12,12.45,5.2
10.13,7.91,19.48,8.64,5.7
7.35,7.63,18.36,10.09,4.9
7.07,5.4,17.84,12.85,4.58
7.39,5.54,17.92,14.15,4.42
7.38,5.36,18.27,12.01,4.28
7.48,7.52,18.71,12.02,4.96
7.56,7.49,18.98,8.56,6.66
10.37,5.34,19.27,10.03,5.09
10.25,5.26,29.53,10.01,6.28
9.96,6.33,21.93,8.49,6.25
7.37,7.44,19.64,10.09,5.37
7.33,5.12,18.07,8.29,5.29
7.25,6.45,30.7,8.65,4.42
7.37,5.38,18.44,11.09,6.59
