P-521,p521_mlkem1024,mlkem1024
16.14,25.5,9.16
16.32,25.09,9.46
16.36,26.22,8.47
16.91,25.2,9.26
15.93,25.76,11.37
17.2,24.81,9.03
16.84,26.48,8.54
16.97,24.42,8.56
16.86,23.62,8.17
17.51,24.29,8.24
17.93,24.33,8.34
17.44,24.54,8.42
16.84,24.67,8.29
16.78,25.81,8.81
17.49,25.76,8.38
16.31,26.66,8.48
16.56,24.36,8.09
17.06,25.38,10.46
16.44,25.18,8.44
16.16,24.92,8.81
17.22,25.19,8.9
17.3,25.3,9.34
17.75,25.11,8.78
17.41,26.12,9.2
16.93,24.17,8.34
17.95,23.88,8.31
17.12,25.52,9.23
17.92,24.6,9.26
17.71,24.32,9.58
17.58,25.54,8.87
17.69,24.64,8.57
17.64,24.83,8.3
17.29,24.78,8.56
17.39,25.07,8.8
18.8,25.53,9.15
17.09,26.04,8.89
16.57,25.07,8.94
16.79,24.89,8.68
18.12,25.36,8.92
16.76,25.72,8.56
16.07,24.8,8.22
16.4,25.55,8.34
16.1,25.2,8.23
17.37,25.27,8.38
16.77,24.74,8.63
17.5,25.8,9.13
16.84,25.56,9.1
17.57,26.56,9.57
16.65,25.11,9.52
16.69,26.39,9.0
16.19,26.0,8.11
17.34,24.35,7.89
16.11,23.85,8.06
16.46,23.96,8.25
16.71,24.12,8.57
16.89,24.15,9.57
16.7,24.7,9.06
17.19,23.93,11.06
17.15,26.66,8.35
17.09,24.7,8.32
17.02,24.82,8.43
16.84,25.04,9.71
17.51,24.57,8.76
16.91,24.09,8.85
17.61,25.54,8.5
16.85,25.17,8.5
16.53,24.85,9.79
17.32,25.29,9.43
17.48,25.1,9.5
17.43,25.03,9.45
17.2,25.3,8.38
17.17,25.56,8.25
18.04,25.16,8.47
17.15,23.97,8.45
17.05,25.49,8.66
16.81,23.63,9.63
17.66,25.37,9.4
16.92,24.67,8.98
16.95,24.71,8.54
16.98,24.68,8.49
16.65,25.0,8.62
17.13,24.86,8.32
16.44,24.14,8.11
17.2,23.99,8.13
16.33,24.55,8.66
16.38,24.5,8.23
17.01,24.29,8.71
17.28,23.15,10.3
17.23,24.2,8.89
17.15,25.29,8.63
17.07,25.97,8.82
17.33,25.35,8.35
17.6,25.82,8.54
17.75,25.07,10.58
17.82,24.5,7.82
17.84,24.69,8.2
16.59,24.66,8.75
17.45,24.47,8.33
16.65,24.91,8.17
19.24,24.61,9.47
17.14,24.97,8.98
18.05,25.33,8.57
17.34,24.43,8.83
17.39,23.74,9.33
17.6,25.04,8.56
17.23,25.12,9.13
17.31,24.8,8.75
18.37,24.5,8.48
17.44,24.74,8.34
17.06,26.71,8.32
17.03,25.58,8.28
16.27,25.0,8.28
16.6,24.94,9.53
17.39,25.14,8.54
16.6,24.7,11.24
16.97,24.67,8.15
16.21,24.33,8.37
16.57,24.31,8.94
16.58,24.52,8.79
16.34,24.64,8.87
17.22,24.71,8.93
16.69,24.35,8.81
16.95,24.72,8.88
16.64,24.56,8.18
18.0,24.82,8.09
18.04,24.78,8.04
19.97,25.61,8.12
17.85,25.59,8.46
17.31,24.57,8.07
16.39,24.22,9.61
17.85,26.26,8.36
16.82,24.45,8.81
17.84,24.21,9.15
17.34,24.19,8.83
17.09,24.14,7.96
16.82,25.05,8.21
16.56,25.55,8.86
17.12,24.99,8.39
16.4,24.94,8.28
16.98,24.55,7.83
17.14,24.09,7.94
16.6,24.09,8.4
17.28,23.24,7.98
17.02,24.32,7.91
16.92,23.81,7.93
17.53,25.11,8.22
18.02,23.58,8.33
17.61,23.51,8.64
17.5,24.66,8.49
18.02,24.74,8.77
17.92,25.06,8.87
17.66,25.42,8.69
16.44,25.39,8.88
16.33,23.67,8.41
16.27,23.77,8.97
16.33,24.9,8.78
16.62,24.92,9.55
16.09,24.31,8.52
16.44,24.83,8.32
16.23,24.77,8.31
16.73,24.75,7.99
16.65,24.56,7.88
17.83,24.54,8.26
16.45,24.5,8.23
16.25,25.88,9.04
16.45,25.61,8.79
17.73,27.16,8.87
16.27,25.28,9.56
16.48,26.0,8.99
17.09,26.98,7.71
18.88,24.56,9.15
17.35,24.43,9.05
18.01,24.79,8.91
17.44,24.78,7.96
17.83,24.64,7.79
17.72,24.45,8.08
17.33,24.52,8.96
16.39,24.53,9.15
16.94,25.14,9.18
17.32,24.56,10.16
17.01,24.81,8.82
18.42,25.01,8.92
17.52,24.3,8.37
17.58,24.94,8.47
17.36,25.77,9.12
17.05,24.86,9.43
16.32,25.66,9.83
17.2,24.99,9.29
18.1,23.88,8.85
17.2,25.16,9.0
17.61,26.34,9.12
16.55,24.45,10.73
16.31,24.64,9.57
17.03,24.11,8.4
16.92,24.71,9.54
16.87,25.84,8.74
16.84,25.55,9.17
16.98,25.45,9.15
16.12,25.46,9.36
16.26,25.34,9.5
16.52,24.98,8.39
16.29,24.49,8.97
16.84,24.02,9.2
16.29,24.04,10.3
17.34,23.93,9.33
16.86,23.91,9.61
17.31,24.3,8.73
16.74,24.0,8.39
16.82,24.64,8.94
16.98,24.03,11.27
17.55,24.63,9.24
18.39,28.04,8.96
18.02,24.66,8.42
17.59,24.82,8.33
16.64,26.51,8.92
17.78,24.14,9.18
17.53,25.16,9.37
17.53,25.55,10.48
17.89,25.21,8.93
17.95,25.0,8.48
17.81,26.78,8.88
17.87,24.17,9.52
17.39,23.68,8.6
17.55,23.62,10.01
17.89,24.13,9.3
18.11,25.23,8.92
17.69,24.97,8.29
17.26,24.75,9.68
17.48,24.06,9.03
17.04,26.1,8.74
17.25,24.72,9.08
17.44,23.44,8.51
17.32,24.25,7.96
17.32,26.08,7.97
17.2,25.82,8.21
17.2,26.83,7.99
16.26,26.19,8.16
17.1,23.59,8.21
17.98,26.21,8.1
17.8,23.79,8.18
17.48,24.14,8.91
17.89,24.41,8.53
17.34,24.13,9.03
17.47,24.47,9.34
17.06,24.14,8.9
17.53,25.14,8.22
17.55,24.18,8.07
16.66,24.05,8.26
16.9,24.16,8.45
16.95,24.56,8.71
16.68,25.31,8.67
16.66,25.56,8.37
17.01,25.38,9.01
16.91,25.55,9.44
16.86,24.56,8.55
17.25,23.87,8.74
17.26,23.97,8.76
19.24,25.3,9.58
18.27,24.44,9.37
17.25,24.59,9.56
17.22,25.91,8.36
17.53,25.83,8.93
17.11,25.63,8.87
16.85,25.32,9.14
17.73,25.1,9.69
17.56,25.82,9.06
16.8,24.86,8.58
17.11,24.73,8.24
16.76,24.37,8.14
16.51,24.6,8.2
16.15,26.8,8.57
16.35,26.08,8.05
16.57,28.0,8.06
16.29,30.93,8.7
16.65,25.87,8.84
16.73,24.88,8.87
16.23,24.73,9.26
16.76,24.3,8.62
16.33,24.75,8.53
16.51,25.47,8.54
16.27,24.75,9.21
16.5,25.25,8.15
16.15,24.43,7.92
16.32,25.51,7.86
16.06,25.15,8.01
17.0,26.04,8.2
17.01,25.99,8.44
17.03,26.39,7.89
16.77,25.79,8.61
16.87,25.8,8.88
17.37,25.57,8.71
16.41,26.21,8.29
16.37,24.3,8.29
16.66,23.7,8.12
16.8,23.57,8.57
17.23,24.06,10.27
16.88,24.53,9.26
17.17,24.24,9.19
17.28,24.79,8.41
16.54,25.02,9.23
17.27,24.38,8.55
18.23,24.87,8.28
17.03,25.26,9.14
17.24,25.72,9.14
16.34,25.41,9.71
16.07,25.79,8.87
16.0,24.99,8.82
16.28,25.06,8.35
16.9,24.3,8.43
16.72,23.82,10.39
16.31,24.11,9.14
16.09,24.57,8.95
16.78,24.6,9.93
16.27,24.61,8.87
16.75,25.04,8.75
16.42,25.35,9.04
16.47,25.83,9.19
16.8,24.1,8.9
17.08,24.77,9.7
17.14,24.56,9.1
16.68,24.02,9.05
17.67,25.16,8.74
16.67,24.15,8.88
17.22,24.78,8.67
17.11,24.15,9.22
16.89,24.45,9.03
16.97,24.42,8.61
17.02,25.13,8.56
17.02,25.22,8.49
16.68,25.1,8.94
17.16,24.33,7.93
17.15,24.87,8.54
17.23,25.48,9.21
16.88,25.46,8.77
17.23,26.11,8.68
17.25,25.56,9.23
16.98,24.62,8.66
17.0,26.19,8.23
17.13,25.95,7.99
17.11,24.76,8.22
16.48,23.75,8.65
16.44,23.76,8.15
16.98,24.43,8.15
17.27,24.47,9.16
16.63,24.51,8.46
16.7,26.45,8.56
16.96,24.32,10.61
16.86,24.16,9.14
16.72,24.54,8.35
17.09,24.31,8.79
16.99,24.18,8.69
16.79,24.7,8.06
16.89,24.14,9.29
17.18,24.66,8.86
16.58,23.97,9.25
17.21,24.23,9.05
16.64,24.84,9.13
17.17,23.74,8.74
17.14,23.93,8.55
17.66,24.44,9.35
17.77,25.73,8.33
17.12,23.86,8.27
17.24,24.9,8.2
17.41,24.48,8.19
17.62,24.34,8.22
17.43,25.1,7.89
17.4,24.86,8.14
17.51,23.63,8.67
17.33,24.46,8.65
17.34,25.21,8.46
17.73,24.61,8.92
17.67,25.28,8.58
18.06,25.7,8.76
17.72,25.58,9.15
17.38,25.0,10.0
17.39,24.66,8.32
17.42,24.19,8.07
17.69,24.02,9.82
17.71,23.75,8.13
17.98,23.55,8.07
17.08,24.15,7.97
17.26,24.27,8.47
17.27,24.25,8.2
16.73,23.96,8.15
16.73,24.06,8.59
16.59,23.94,9.03
16.88,24.16,8.98
16.63,24.55,8.95
17.11,24.79,9.34
16.73,24.73,8.8
17.02,24.75,9.48
16.79,24.74,8.51
16.85,24.45,8.28
17.34,23.7,8.19
17.72,24.5,8.16
17.18,25.17,8.34
17.27,26.36,8.73
17.47,26.67,7.83
16.98,26.3,7.9
16.38,25.84,8.34
16.93,25.25,7.9
16.79,25.19,8.33
16.95,25.43,8.42
17.44,27.7,8.87
17.56,24.42,9.1
16.85,24.57,9.01
18.22,25.95,9.31
19.25,26.38,8.87
17.86,27.1,8.28
18.08,25.03,9.22
17.61,25.43,7.97
17.46,24.96,8.63
16.65,24.15,10.97
16.45,24.08,9.56
16.28,23.86,9.6
17.57,25.11,9.81
17.55,23.88,9.31
17.63,24.64,9.82
