P-521,p521_mlkem1024,mlkem1024
16.94,23.14,8.88
16.52,23.86,9.04
16.12,23.19,7.86
16.22,23.54,7.79
16.34,23.22,7.94
16.01,23.98,7.72
17.24,23.46,7.92
16.22,23.63,7.69
16.18,23.22,7.82
16.07,23.3,7.66
16.41,23.61,7.64
16.06,23.72,7.96
16.23,23.72,8.07
16.01,23.8,7.33
16.18,23.19,7.76
16.04,23.22,8.53
16.03,23.26,8.11
15.93,23.42,8.72
16.04,23.18,8.36
16.34,23.27,9.2
16.08,23.41,8.46
16.28,23.82,9.66
16.7,23.92,8.5
16.11,23.77,8.12
16.18,23.65,8.88
16.09,23.38,9.45
16.54,23.66,9.99
16.54,23.15,10.46
16.64,23.11,9.02
16.52,23.71,10.0
16.27,23.17,9.37
16.2,23.65,9.35
16.05,23.32,8.9
15.96,23.85,8.87
16.06,23.02,9.97
16.09,23.14,9.64
16.47,23.27,11.25
16.06,23.25,8.92
16.47,24.61,9.63
16.66,23.15,12.76
16.26,23.08,9.26
16.3,23.22,8.58
16.13,23.37,9.13
16.27,23.25,9.31
16.05,23.84,9.91
16.55,23.65,10.09
16.1,23.8,8.65
16.71,23.22,8.42
16.66,23.43,8.45
16.2,23.22,9.25
16.01,25.02,9.02
16.34,23.76,9.22
15.84,23.13,8.25
15.97,23.18,8.76
16.01,23.16,8.16
16.57,23.1,8.32
16.17,23.44,9.61
16.36,23.52,8.78
16.02,23.07,9.81
16.29,23.42,8.3
16.66,23.3,8.22
16.38,24.07,8.5
16.17,23.22,8.22
16.14,23.78,8.2
16.56,23.71,7.98
16.28,23.5,8.11
16.15,23.29,8.45
16.22,23.17,8.46
17.15,23.23,8.32
16.14,23.27,8.34
16.13,23.63,8.64
16.08,23.06,8.61
16.03,23.6,10.36
16.24,23.2,8.57
16.16,23.26,8.54
16.0,23.29,8.66
16.22,23.66,8.7
15.97,23.22,8.55
16.36,23.33,7.86
16.12,23.1,7.74
16.64,23.16,7.67
16.66,23.23,8.06
16.6,23.27,7.94
16.57,23.25,7.92
16.48,23.32,8.44
17.09,23.67,8.29
16.46,23.58,9.03
17.05,23.37,8.72
16.57,23.3,8.7
16.6,23.26,8.96
16.66,23.26,8.75
16.62,29.18,8.75
16.43,23.54,8.46
16.66,23.29,8.57
16.73,23.19,8.15
16.76,23.42,8.21
16.67,23.42,8.45
16.51,23.12,8.41
16.75,22.97,8.41
16.93,23.21,8.5
16.81,23.39,8.37
16.48,23.57,8.33
16.79,23.23,8.78
16.71,23.25,8.5
16.09,23.32,8.3
16.06,23.16,8.99
16.32,23.21,7.99
16.45,23.13,9.42
16.11,23.24,7.77
16.44,23.38,7.85
16.68,23.79,8.02
17.43,23.13,7.99
17.68,23.16,7.93
17.0,22.94,7.93
16.89,23.23,7.97
17.01,23.2,8.66
16.87,23.14,8.66
15.82,23.1,9.28
16.59,23.29,10.43
16.63,23.82,9.32
16.26,23.4,9.41
15.92,23.39,9.14
16.25,24.01,8.56
16.19,23.29,8.37
16.68,23.14,9.24
16.69,23.25,8.9
16.3,23.18,9.51
16.45,23.27,9.78
16.96,23.09,9.38
16.85,23.12,9.52
16.48,24.14,8.12
17.34,24.24,8.49
16.34,23.76,9.06
16.34,23.38,8.83
16.25,23.22,9.79
16.59,23.42,8.53
16.61,23.21,8.77
16.19,23.34,8.49
16.07,23.46,8.56
16.43,23.18,9.82
16.64,23.26,9.46
16.52,23.25,9.63
16.29,23.15,8.85
16.39,23.87,8.79
16.16,23.49,8.34
16.18,24.04,9.45
16.14,23.53,8.76
16.12,23.59,9.09
16.8,23.07,9.72
16.07,23.19,8.42
16.11,23.22,9.1
16.3,23.14,9.28
16.04,23.04,9.45
16.24,23.51,9.35
16.27,23.31,8.82
16.32,23.41,8.62
16.49,25.17,7.94
16.35,23.06,8.03
16.15,24.5,8.12
16.1,23.13,7.85
16.18,23.08,8.64
16.0,23.26,9.13
16.25,23.16,8.78
16.0,23.24,8.83
16.17,23.22,9.29
16.11,23.75,8.47
16.12,23.21,8.35
15.97,23.35,8.9
16.29,23.13,9.0
16.04,24.81,8.26
16.4,24.54,8.45
16.0,23.21,8.67
18.85,23.36,8.22
15.98,23.07,8.57
16.28,23.24,8.76
16.01,23.21,8.95
16.02,23.27,9.13
16.28,23.47,8.31
16.65,23.29,8.82
16.04,23.19,8.9
16.19,23.84,8.79
16.7,23.38,8.94
16.07,24.23,8.01
16.31,23.96,7.94
16.1,24.27,8.01
16.8,24.01,8.23
16.18,23.44,8.89
16.6,23.76,8.46
16.45,23.78,8.63
16.13,23.42,9.43
16.4,23.84,8.72
16.28,25.05,8.57
16.29,23.19,8.68
17.03,23.18,8.91
16.03,23.34,8.78
16.78,23.22,7.98
16.27,23.4,7.94
16.22,23.84,7.96
16.45,24.02,8.0
16.37,23.23,8.06
