P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
8.74,4.95,13.86,5.53,4.15
9.01,5.71,13.59,5.57,4.11
8.15,5.97,13.87,5.52,4.14
8.2,5.66,14.59,6.11,4.49
8.03,5.06,13.9,6.04,4.48
8.0,4.93,14.98,5.96,4.02
8.0,4.91,14.32,5.77,4.07
8.0,4.92,13.73,5.8,4.61
8.02,4.98,14.06,5.54,4.31
8.28,5.08,14.81,5.5,4.11
8.21,5.73,14.28,5.54,4.1
9.46,6.0,14.06,5.68,4.6
9.03,4.66,14.02,5.87,5.01
9.54,4.79,14.09,6.39,4.17
8.89,4.76,14.66,5.61,4.12
8.84,4.71,13.9,5.55,4.12
9.31,5.56,14.65,5.55,4.62
8.81,5.17,14.75,5.54,4.72
8.3,4.79,13.78,5.68,4.13
8.24,4.75,14.09,5.68,4.09
8.22,4.78,14.18,6.12,4.8
8.45,4.97,13.95,5.57,4.74
8.23,5.73,14.57,5.38,3.91
8.42,4.89,14.87,5.36,4.0
8.59,4.91,14.25,5.37,4.1
8.7,4.93,13.82,5.64,5.02
8.98,4.9,13.35,6.39,4.07
8.97,4.99,14.15,6.38,4.15
8.91,5.71,13.91,5.37,4.51
9.37,5.67,13.74,5.37,4.3
