P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
5.06,3.7,12.07,5.58,3.3
5.78,4.55,11.99,6.22,2.99
5.11,3.73,11.91,5.63,3.07
5.25,3.89,12.33,6.62,2.94
5.85,4.08,12.65,5.72,3.71
5.0,3.84,19.16,5.59,3.07
6.04,5.04,12.88,7.59,2.94
4.99,3.81,13.38,5.66,3.5
5.64,3.98,13.05,10.52,4.32
5.05,3.72,19.07,5.83,3.12
5.15,4.04,12.76,5.69,3.34
5.1,3.69,12.01,5.6,3.04
5.75,4.18,12.16,5.92,2.93
5.07,3.7,12.25,5.69,3.0
5.7,4.49,18.57,6.57,2.97
5.11,5.32,13.06,5.65,3.06
5.64,3.72,18.79,6.36,2.99
5.05,4.6,12.44,5.87,2.97
5.99,4.87,19.58,6.4,4.25
5.12,9.7,14.63,5.89,2.97
5.3,5.56,13.18,5.6,3.14
5.08,6.17,12.88,6.47,2.93
5.06,3.64,12.77,5.58,3.64
5.79,4.44,12.77,6.21,2.9
5.12,5.28,15.61,5.67,3.88
5.64,3.64,13.38,5.77,3.35
5.08,3.76,12.81,6.34,3.01
5.47,4.55,13.24,5.61,2.91
5.03,4.03,14.37,6.18,3.01
5.56,3.73,18.82,8.06,2.93
5.1,3.77,12.83,6.21,3.34
5.35,4.49,12.99,6.35,3.32
5.07,4.78,13.0,5.51,2.93
5.23,5.21,13.02,6.32,3.22
5.38,3.9,12.69,5.51,2.96
5.03,5.45,12.9,6.11,4.21
5.18,5.25,13.0,6.05,3.28
5.06,5.73,13.33,5.53,2.96
5.55,5.34,12.69,5.93,3.32
5.11,5.16,19.07,6.32,2.97
5.37,5.68,12.52,8.66,3.25
5.21,3.73,12.56,6.41,2.94
5.02,3.88,12.4,5.52,3.73
5.36,3.89,12.1,6.32,2.97
5.07,4.53,12.22,5.57,3.0
5.47,4.48,12.14,6.17,3.25
5.01,3.78,15.99,8.04,3.01
5.59,3.84,12.11,5.96,3.54
5.09,3.92,12.47,6.16,2.95
5.83,3.78,12.33,6.43,2.96
7.12,3.76,12.38,8.47,2.96
5.12,3.73,12.59,5.59,4.22
5.16,3.82,12.57,5.63,3.31
5.07,4.54,12.65,6.74,3.35
5.57,5.28,18.92,5.65,2.96
5.13,3.99,15.08,5.6,3.15
5.75,4.51,12.33,6.53,3.02
7.14,4.66,14.62,5.56,4.21
5.04,3.8,12.6,9.02,3.36
5.13,4.17,14.96,5.61,3.0
5.17,3.71,12.95,5.59,3.74
5.75,4.38,12.79,8.76,2.94
5.04,5.03,19.04,5.65,3.06
5.62,3.85,14.85,5.99,3.36
5.06,5.64,13.91,6.28,2.91
5.65,3.71,12.5,5.59,3.61
7.21,3.82,12.71,8.86,2.97
5.04,3.92,12.91,7.67,2.97
5.36,4.01,12.64,6.43,2.95
5.03,3.71,12.72,8.28,3.08
5.18,4.68,12.15,6.31,4.04
5.05,3.81,12.05,6.6,4.23
5.27,4.92,18.5,6.13,3.68
5.11,5.36,12.32,5.56,3.07
7.13,4.25,12.61,8.22,4.04
5.63,3.91,12.21,6.15,2.94
7.14,3.69,12.88,5.6,4.21
5.11,3.96,12.67,6.15,3.02
5.25,3.87,13.18,5.69,3.31
5.05,4.55,13.31,8.06,2.93
5.65,5.42,12.86,6.11,3.66
5.04,4.46,13.29,5.65,2.9
5.77,3.89,13.19,8.3,3.84
5.07,3.7,12.78,6.28,2.94
5.7,4.03,12.69,8.01,3.25
5.03,5.65,12.68,5.61,3.32
5.42,3.84,13.1,6.08,4.24
5.05,3.74,18.98,5.57,3.14
5.14,4.63,15.95,6.13,3.04
5.56,5.86,19.04,8.02,2.99
5.05,4.02,12.17,5.61,2.98
5.28,3.74,12.36,6.36,4.24
7.22,5.29,11.85,8.05,2.94
5.78,4.81,14.74,5.61,2.96
5.26,3.96,12.55,6.1,3.79
5.67,3.69,12.73,5.62,2.94
5.15,3.72,12.46,8.95,3.84
5.58,3.81,18.86,5.64,2.88
7.18,4.44,19.53,5.66,2.98
